"index","CHROM","POS","pvals","qvals","median_temp_scaled","max_temp_scaled","median_sal_scaled","min_sal_scaled","pred","cand"
"V1014","Chr02",4164394,0.00750091946103102,0.0533398717228872,-0.0130724609141983,0.0302275211178892,0.0175424305027494,0.00386212506717535,"max_temp_scaled",FALSE
"V1015","Chr02",4265159,0.553595771315032,0.99970693856244,0.00109258825965543,-0.00404481900838879,0.00452667589693703,0.00551399078490211,"min_sal_scaled",FALSE
"V1016","Chr02",4287357,0.0043900724297111,0.0339554417312252,0.0149513637398107,-0.117335126119809,0.0655614997088917,0.0274872025694877,"median_sal_scaled",FALSE
"V1017","Chr02",4299320,0.488717528744827,0.987112632316284,0.0108333814655457,0.0182796125673254,0.00951671569096077,0.000117197823198906,"max_temp_scaled",FALSE
"V1018","Chr02",4314661,0.861472051938324,0.99970693856244,0.00479615030357786,-0.00186013197401228,-0.00184087891862254,1.76186046411289e-06,"median_temp_scaled",FALSE
"V1019","Chr02",4316768,0.607238980123676,0.99970693856244,0.00149984861775936,0.0107039339978181,0.00187581408247333,-0.000692872771607728,"max_temp_scaled",FALSE
"V102","Chr01",3844998,0.978626165543968,0.99970693856244,0.000776888854061167,-0.00260706804869791,0.00165771006661257,-6.51016226227309e-05,"median_sal_scaled",FALSE
"V1020","Chr02",4325123,0.165244893351362,0.525691356626554,-0.00527813989847753,-0.00575053600616004,0.00130810770448557,-0.00980400224811664,"median_sal_scaled",FALSE
"V1021","Chr02",4326237,0.981442188832647,0.99970693856244,-0.000594272357690546,-0.00186604819415211,0.00224911443674886,-0.00170832229152136,"median_sal_scaled",FALSE
"V1022","Chr02",4440618,0.000889642503599504,0.0084906231922479,0.050160632590805,-0.0812794999982748,0.120066060328462,-0.0678213131998997,"median_sal_scaled",TRUE
"V1023","Chr02",4442514,0.0125500795280243,0.0789276677831814,0.00835323426035077,-0.0185486603336382,-0.0134092299985083,0.0253414139332838,"min_sal_scaled",FALSE
"V1024","Chr02",4449896,0.988377224316037,0.99970693856244,-0.00163587284616343,0.000734399694160469,0.00234799592044592,0.00108066846464103,"median_sal_scaled",FALSE
"V1025","Chr02",4451085,0.273220208958628,0.729182961603403,0.00426664357409228,0.0197945025453518,0.00306598782011922,-0.00137813063400406,"max_temp_scaled",FALSE
"V1026","Chr02",4458486,0.0446811640952921,0.22852891519555,-0.00237777119649439,0.0293901489138308,-0.0211472751927512,0.0111122212551017,"max_temp_scaled",FALSE
"V1027","Chr02",4485737,2.07761035635515e-09,7.4520002232343e-08,0.000343922407643906,-0.0492065859766339,-0.0625159126425218,0.0147995160963108,"min_sal_scaled",TRUE
"V1028","Chr02",4536888,0.534336631675915,0.99970693856244,-0.00296214691508501,0.0116989738811679,-0.0110031869386165,0.0034587935630565,"max_temp_scaled",FALSE
"V1029","Chr02",4549468,0.423013701242499,0.931933876841957,-0.00400619312510665,0.00996954834319807,0.00491420439600139,0.00135464683682122,"max_temp_scaled",FALSE
"V103","Chr01",3861922,0.980591166690674,0.99970693856244,0.000158656326080819,0.00420925564410169,-0.000245824211342312,-0.000118814850116041,"max_temp_scaled",FALSE
"V1030","Chr02",4556614,0.938109486072619,0.99970693856244,0.00278364238535613,-0.00480980593369045,-0.00245033932867065,0.00161730823681835,"median_temp_scaled",FALSE
"V1031","Chr02",4557979,0.962115818321301,0.99970693856244,-0.00152263921549657,0.000189980791711368,0.00366043447613838,-0.00170085270493071,"median_sal_scaled",FALSE
"V1032","Chr02",4606452,0.761638957283536,0.99970693856244,0.0015692679643233,0.00842703385713726,-0.000243111287042513,-0.00062000189021113,"max_temp_scaled",FALSE
"V1033","Chr02",4662984,0.707277103670178,0.99970693856244,0.00862525899177788,-0.018991681633088,-0.00495040478632586,0.00532602811307726,"median_temp_scaled",FALSE
"V1034","Chr02",4679673,0.334752840159863,0.809957946836022,-0.00362721489276434,-0.0187717247345584,-0.00488748494413035,-0.0081081802927821,"median_temp_scaled",FALSE
"V1035","Chr02",4694131,0.0402978913769771,0.210115523090181,-0.00602012738414339,0.0154033747428196,0.0121965987643459,0.019613446145888,"min_sal_scaled",FALSE
"V1036","Chr02",4701189,0.0570950639887675,0.276495977536108,0.00374237260908554,-0.00530182443109453,0.0461878855621293,0.0135964774426224,"median_sal_scaled",FALSE
"V1037","Chr02",4937673,0.00068196734647058,0.00678640676487797,-0.0172201900008211,0.072626923270888,0.0270626590749483,0.029308524876378,"max_temp_scaled",TRUE
"V1038","Chr02",4961366,0.161444772610317,0.525691356626554,0.00234142817817425,0.000187893921124766,0.00749405626461307,-0.0106940638414322,"median_sal_scaled",FALSE
"V1039","Chr02",4964002,0.816357502391762,0.99970693856244,0.00099584564795297,0.000825557475204743,-0.00382974038115936,0.00766558257381009,"min_sal_scaled",FALSE
"V104","Chr01",3867878,1.48561413510821e-07,3.64589814811519e-06,0.0632553045711082,0.00939516297439321,-0.0124093955564583,0.0106186446010098,"median_temp_scaled",TRUE
"V1040","Chr02",5066307,0.761069437609019,0.99970693856244,-0.000522178712039743,-0.0063581204537247,0.0088848938163061,-0.003883251314948,"median_sal_scaled",FALSE
"V1041","Chr02",5095643,0.966841713801494,0.99970693856244,0.00776891481080131,-0.00941098342766342,0.000733526780097472,-0.00157205346605563,"median_temp_scaled",FALSE
"V1042","Chr02",5141932,0.962288248299348,0.99970693856244,-0.00209740564366514,-0.000887800690485227,-0.00365702617135947,0.000238072933968088,"min_sal_scaled",FALSE
"V1043","Chr02",5335587,0.0510420048529487,0.253193166930128,0.00206818557667775,-0.0120902974769659,-0.0118182462346649,0.0232015411994967,"min_sal_scaled",FALSE
"V1044","Chr02",5506643,0.715245604983678,0.99970693856244,0.0029320235546736,-0.00701381706014213,-0.00244023276086997,0.00775441055478883,"min_sal_scaled",FALSE
"V1045","Chr02",5509060,0.503285644580026,0.996798752372091,0.00565079776012979,-0.00353946404078799,0.0070747345621207,-0.00746408071355565,"median_sal_scaled",FALSE
"V1046","Chr02",5564874,0.926156310972115,0.99970693856244,0.00342234787222857,0.00494165106106268,0.0024358115985448,4.08917167417519e-05,"max_temp_scaled",FALSE
"V1047","Chr02",5566890,0.993244180608911,0.99970693856244,0.00250786749454078,-0.00286411497739339,-0.00364203958687543,0.00170380415328822,"median_temp_scaled",FALSE
"V1048","Chr02",5638978,0.00783030020937437,0.0548457079042875,0.00349524279378609,0.000399706928516623,0.0100911387864197,-0.0223021285443491,"median_sal_scaled",FALSE
"V1049","Chr02",5668375,0.100407689909798,0.431224605086289,0.016541917878097,-0.0460586412143382,-0.0222359626997021,0.0187346629843574,"min_sal_scaled",FALSE
"V105","Chr01",3881618,0.709810003068829,0.99970693856244,-0.000785311990547866,-0.00735911224450054,-0.00835320213907735,0.00133477089357365,"min_sal_scaled",FALSE
"V1050","Chr02",5671736,0.812896771506259,0.99970693856244,0.00366179233775496,0.00766244056245058,0.00377719343916229,-0.00487576838350647,"max_temp_scaled",FALSE
"V1051","Chr02",5705871,0.545388132882411,0.99970693856244,-0.00161239258004368,0.0337286903540195,0.00905076329579866,-0.00323259205728995,"max_temp_scaled",FALSE
"V1052","Chr02",5741477,0.996172547453913,0.99970693856244,0.00136507240460407,-0.00168591441897637,-0.0028343498295197,0.00166511234728521,"min_sal_scaled",FALSE
"V1053","Chr02",5750377,0.978626165543968,0.99970693856244,0.000776888854061221,-0.00260706804869794,0.00165771006661259,-6.51016226227133e-05,"median_sal_scaled",FALSE
"V1054","Chr02",5768769,0.567878290015618,0.99970693856244,-0.000764904609806422,0.0238846151634032,0.00927021960479377,-0.000595984597694562,"max_temp_scaled",FALSE
"V1055","Chr02",5769580,0.615499945101561,0.99970693856244,0.00376822294193487,-0.0147907132322378,-0.0121133529515922,0.00681676452475227,"min_sal_scaled",FALSE
"V1056","Chr02",5811055,0.106366202889656,0.446507171086317,-0.0264633902059353,-0.0161084735851034,-0.00424934676590199,0.00652957007492131,"min_sal_scaled",FALSE
"V1057","Chr02",5867560,0.329952532925608,0.809957946836022,-0.0299048291826171,0.12881214875814,-0.00475729046192777,-0.0548811485153252,"max_temp_scaled",FALSE
"V1058","Chr02",6050495,4.77879150241495e-15,3.31871818380476e-13,-0.0123715625525426,0.0812204382558847,-0.0433898701300567,-0.00360336525660256,"max_temp_scaled",TRUE
"V1059","Chr02",6086117,0.651856095450436,0.99970693856244,0.00229426593101863,0.00951910389136357,0.00206193007202803,-0.000776749745220338,"max_temp_scaled",FALSE
"V106","Chr01",3901252,0.537775712842076,0.99970693856244,0.00537882082503976,-0.0035304168169211,0.00566368162318525,-0.00810654609440156,"median_sal_scaled",FALSE
"V1060","Chr02",6087201,0.15992982780561,0.525691356626554,0.00262937970928508,6.17345289700562e-06,0.00686912233141606,-0.0106854873516962,"median_sal_scaled",FALSE
"V1061","Chr02",6092909,0.000516055595322606,0.00528026790950779,-0.0165862473941336,0.0512181223015143,0.0668900136481399,0.00649736624642838,"median_sal_scaled",TRUE
"V1062","Chr02",6093599,0.722683739739135,0.99970693856244,0.000537654805172491,-0.00116262470396822,0.00795757965803342,-0.000375636638977045,"median_sal_scaled",FALSE
"V1063","Chr02",6103407,0.651856095450436,0.99970693856244,0.00229426593101863,0.00951910389136357,0.00206193007202803,-0.000776749745220338,"max_temp_scaled",FALSE
"V1064","Chr02",6117366,0.907356158661734,0.99970693856244,0.0042783880295376,-0.00718992115562752,-0.00408373075631294,0.0035179980968989,"median_temp_scaled",FALSE
"V1065","Chr02",6298053,4.54690720979093e-08,1.20659391323232e-06,0.0140017016049326,0.00131182039221088,0.0418662531588388,-0.0761552684489925,"median_sal_scaled",TRUE
"V1066","Chr02",6333862,0.977763374159666,0.99970693856244,-0.00155375122719271,-0.00382783737565901,-0.000256400247675834,0.00269742546154264,"min_sal_scaled",FALSE
"V1067","Chr02",6387109,0.936153820648207,0.99970693856244,0.00235652274469212,-0.00468039176880707,-0.00345212775857054,0.00172288829898012,"median_temp_scaled",FALSE
"V1068","Chr02",6475666,0.557036515094617,0.99970693856244,0.009661277319078,-0.0187256286336414,-0.0100113602829106,0.00746794834517643,"median_temp_scaled",FALSE
"V1069","Chr02",6483128,0.774830280241476,0.99970693856244,0.00588307083266193,0.00828757791819555,-0.0022665019038653,-0.00741294387606732,"max_temp_scaled",FALSE
"V107","Chr01",3917542,0.255953886951161,0.690440898354207,-0.00449009293886102,0.0104557463137034,0.00693604783706281,0.00129539372186886,"max_temp_scaled",FALSE
"V1070","Chr02",6484503,0.815590067053616,0.99970693856244,-0.000511061932524195,0.0182989415039496,0.0111073684632712,-0.00516535638481451,"max_temp_scaled",FALSE
"V1071","Chr02",6632143,0.60001484820802,0.99970693856244,0.000660203583723394,0.00502841480634805,-0.00594707606646386,0.0024887236670572,"max_temp_scaled",FALSE
"V1072","Chr02",6639443,0.961014171579434,0.99970693856244,0.00202430771954095,-0.00555318545637067,-0.000242503587451043,0.00257469838134304,"min_sal_scaled",FALSE
"V1073","Chr02",6784903,1.00758440930758e-06,2.04588021624333e-05,-0.0375113881308621,0.125224636029732,0.137125484699543,0.0464231638046265,"median_sal_scaled",TRUE
"V1074","Chr02",6787811,0.000116997378605451,0.00141349229092305,-0.0725878387842761,0.167915777263622,0.0865448289296946,-0.0466155964109762,"max_temp_scaled",TRUE
"V1075","Chr02",6812368,0.914792982106193,0.99970693856244,0.00449808167426408,-0.00727786273106329,-0.0040973283681035,-0.00142011397046842,"median_temp_scaled",FALSE
"V1076","Chr02",6813092,0.472890227336623,0.971170516667959,-0.000432992191672005,-0.00700506032323847,0.01515814494395,-0.00532595422229923,"median_sal_scaled",FALSE
"V1077","Chr02",6849186,9.9604983577252e-05,0.0012268327033817,-0.0176522305634627,0.0469360255788465,0.0304415618953827,0.00753354202458008,"max_temp_scaled",TRUE
"V1078","Chr02",6892341,0.200260504365638,0.581610590174355,0.0150303590162474,-0.011687398251093,0.0201276941840246,-0.0205890115391459,"median_sal_scaled",FALSE
"V1079","Chr02",6892694,0.417440556626141,0.931933876841957,-0.0092165909812881,0.00985923968901829,-0.00236620919240837,-0.00899976036500671,"max_temp_scaled",FALSE
"V108","Chr01",3926532,0.155563627047601,0.525691356626554,0.00300448633224704,-0.0086345942878761,-0.0076572820828823,0.0159431481483422,"min_sal_scaled",FALSE
"V1080","Chr02",6894496,0.291464204320217,0.759071184209601,0.00817834764078147,-0.0138653949612046,0.0012164978952292,0.0144824054030948,"min_sal_scaled",FALSE
"V1081","Chr02",6900788,0.33307030973172,0.809957946836022,-0.00907159610147699,0.0882999913047771,-0.0148037190946969,0.00109057812932101,"max_temp_scaled",FALSE
"V1082","Chr02",6934056,0.172249210070207,0.53341690860451,0.00377537041653309,-0.0443986836798702,0.0140211211503889,0.000552682532014288,"median_sal_scaled",FALSE
"V1083","Chr02",7016972,0.164600879823887,0.525691356626554,0.00251130215990623,-0.0249623751168489,-0.00200210028446968,-0.0169426581349557,"median_temp_scaled",FALSE
"V1084","Chr02",7044480,0.153105380377331,0.525678133464964,0.00233371748352168,-0.000337718207943193,0.00528086979318639,-0.0109488955973448,"median_sal_scaled",FALSE
"V1085","Chr02",7058063,0.755184891251172,0.99970693856244,0.000316115743009672,-0.0091213241124862,-0.00326306262811416,0.000881115320651102,"min_sal_scaled",FALSE
"V1086","Chr02",7070985,0.161444772610317,0.525691356626554,0.00234142817817425,0.000187893921124766,0.00749405626461307,-0.0106940638414322,"median_sal_scaled",FALSE
"V1087","Chr02",7101705,0.761638957283536,0.99970693856244,0.0015692679643233,0.00842703385713726,-0.000243111287042513,-0.00062000189021113,"max_temp_scaled",FALSE
"V1088","Chr02",7102667,0.986515000846799,0.99970693856244,-0.00191987993071646,0.00295199816976952,-0.000280091639268646,-0.00190804496872593,"max_temp_scaled",FALSE
"V1089","Chr02",7291293,0.0558450935888376,0.272057291752188,0.00320028707197481,-0.00616518812069529,0.0132391572926318,0.0117510563153992,"median_sal_scaled",FALSE
"V109","Chr01",4027051,0.915039259584766,0.99970693856244,-0.00406954165211028,-0.000241267541662131,0.00294231152944981,0.00207085428379069,"median_sal_scaled",FALSE
"V1090","Chr02",7547418,0.00411285428532303,0.0320390367238529,-0.0497676602066105,0.0968834210910378,-0.00882801439823336,-0.056298153887351,"max_temp_scaled",FALSE
"V1091","Chr02",7733720,0.564976515929871,0.99970693856244,0.0048936417298818,-0.0101319966255046,-8.74485604876834e-05,0.00891545172251072,"min_sal_scaled",FALSE
"V1092","Chr02",7830043,1.38126455894105e-09,5.06567137121753e-08,0.0239977763765203,-0.313262415424093,-0.124315711494135,0.0378264490098548,"min_sal_scaled",TRUE
"V1093","Chr02",7916321,0.80497613464521,0.99970693856244,0.00190940035451612,-0.0207154636255809,-0.00912304889874531,0.00452315569742243,"min_sal_scaled",FALSE
"V1094","Chr02",7965928,0.000938505037173602,0.00890488500387976,-0.0201618861923536,0.0479007711670421,0.0292128740290459,0.0056668958317202,"max_temp_scaled",TRUE
"V1095","Chr02",8295401,0.967584052468087,0.99970693856244,0.000371929322896205,-0.00272722299650119,-0.000399560463404807,0.00266912619578203,"min_sal_scaled",FALSE
"V1096","Chr02",8357772,0.980591166690674,0.99970693856244,0.000158656326080727,0.00420925564410182,-0.000245824211342204,-0.000118814850116056,"max_temp_scaled",FALSE
"V1097","Chr02",8654513,0.827027034448934,0.99970693856244,-0.00719236076611447,-8.06005096872374e-05,0.00311000028872654,-0.00200679356905973,"median_sal_scaled",FALSE
"V1098","Chr02",8672732,2.40056476223813e-06,4.40193448536251e-05,0.036257774476727,-0.355224596341982,-0.293418086610684,-0.00642526023432073,"median_temp_scaled",TRUE
"V1099","Chr02",8788294,0.950742484912109,0.99970693856244,-0.00161869550426081,8.57810403019737e-05,0.0039134919620088,-0.0021140988200379,"median_sal_scaled",FALSE
"V11","Chr01",652861,0.640106746285981,0.99970693856244,-0.00312032603678422,0.000650928793017993,0.0107632291351722,-0.0058483809193706,"median_sal_scaled",FALSE
"V110","Chr01",4086604,0.199258560117884,0.581610590174355,0.00173038337465309,0.00111930112857547,0.00613135783052993,-0.0106639898695203,"median_sal_scaled",FALSE
"V1100","Chr02",8800275,0.173139883927398,0.535666901553579,-0.0172824411887302,-0.0130488578869419,-0.00148538209563781,0.0065476310810976,"min_sal_scaled",FALSE
"V1101","Chr02",8829865,0.8510506911459,0.99970693856244,-0.0016924404250212,-0.00296461567669854,0.00691855555292926,-0.00357513203471147,"median_sal_scaled",FALSE
"V1102","Chr02",8913324,0.378813465079118,0.889530323754129,-0.000824181072660079,0.0342715253580486,0.0185834567069648,-0.0105702525614053,"max_temp_scaled",FALSE
"V1103","Chr02",8913761,0.981841551807884,0.99970693856244,0.00260648667737219,-0.00163802953547531,-0.00165644002074588,0.000701786551868475,"median_temp_scaled",FALSE
"V1104","Chr02",8924722,0.493491172603638,0.992761696534873,0.00363430609340057,-0.0058135839963304,0.0029224654995135,0.00641759776959692,"min_sal_scaled",FALSE
"V1105","Chr02",9012142,0.000744246005613164,0.0072949518388029,0.00718093115963054,-0.0203751286034083,-0.0167329324069154,0.0406213387854731,"min_sal_scaled",TRUE
"V1106","Chr02",9082448,0.464125997443299,0.961235568308964,0.00204707929113531,-0.00506250940574873,-0.00348834248981064,0.00807402836408496,"min_sal_scaled",FALSE
"V1107","Chr02",9127498,0.980007901251052,0.99970693856244,-0.00195118811459002,0.0054775678307171,0.000535258628406708,0.00079149663251579,"max_temp_scaled",FALSE
"V1108","Chr02",9147784,0.106549313489498,0.446507171086317,0.00805579543498102,-0.0105530590248401,0.00563933225400803,0.0105574160317757,"min_sal_scaled",FALSE
"V1109","Chr02",9186206,0.542354590155909,0.99970693856244,0.00331695851976694,0.00133122538080367,0.00816246679385996,-0.00965320218997991,"median_sal_scaled",FALSE
"V111","Chr01",4087033,2.53556914806491e-05,0.00035812400246926,0.00597645193096806,0.0467051461827605,-0.0322984343051014,-0.00471788266423803,"max_temp_scaled",TRUE
"V1110","Chr02",9327381,0.816915008223417,0.99970693856244,0.00436441432509491,-0.00455445448561682,-0.00180493929183167,0.00280337157882983,"median_temp_scaled",FALSE
"V1111","Chr02",9365686,0.330890192639701,0.809957946836022,0.0157079677973978,-0.000368497160940668,-0.0126955707155034,0.00279901075860683,"median_temp_scaled",FALSE
"V1112","Chr02",9695096,0.980242167651833,0.99970693856244,-0.00133055216638834,-0.00125844761110267,0.00231008925713239,-0.00191490432328235,"median_sal_scaled",FALSE
"V1113","Chr02",10266974,0.855023323457601,0.99970693856244,0.00195352328828458,-0.000535120684446163,0.00336025757560441,-0.00424758697100252,"median_sal_scaled",FALSE
"V1114","Chr02",10584938,0.744817451917477,0.99970693856244,0.00144444908249495,-0.00907448049429225,0.00709715786059071,-0.00163173366845906,"median_sal_scaled",FALSE
"V1115","Chr02",10594457,0.513873580878349,0.99970693856244,0.00602287891999199,0.00733421331695203,0.016564331040164,-0.0183717071112381,"median_sal_scaled",FALSE
"V1116","Chr02",11016188,1.05933502847912e-13,5.86045683551839e-12,0.00768151584302934,-0.158023373128772,-0.0561199325515825,0.0152943550187664,"min_sal_scaled",TRUE
"V1117","Chr02",11465587,0.330890192639701,0.809957946836022,0.0157079677973978,-0.000368497160940668,-0.0126955707155034,0.00279901075860683,"median_temp_scaled",FALSE
"V1118","Chr02",11477064,0.925396770279431,0.99970693856244,-0.000544686075772497,-0.00156120209112057,0.00404751196291233,-0.001690610117027,"median_sal_scaled",FALSE
"V1119","Chr02",11513994,0.0596920649583104,0.2882173077277,-0.0011312416861009,0.0238141364306942,-0.0232520948056819,0.0137897673985524,"max_temp_scaled",FALSE
"V112","Chr01",4090538,0.90370332221603,0.99970693856244,0.00228618458411946,-0.0179662825171505,-0.00998659879816177,0.00569545714817566,"min_sal_scaled",FALSE
"V1120","Chr02",11569892,0.987753970387015,0.99970693856244,0.00131592107624892,-0.00271227127047914,-0.00236723564807566,0.00173097511148964,"min_sal_scaled",FALSE
"V1121","Chr02",11576956,0.500939897083002,0.996798752372091,0.00418247752981414,-0.0181056674863846,-0.00888087415652562,0.0158921164259603,"min_sal_scaled",FALSE
"V1122","Chr02",11727698,0.0565807795091044,0.274820929044221,-0.00981771562654582,-0.00060285378951637,0.0392548546311545,-0.0163300158838368,"median_sal_scaled",FALSE
"V1123","Chr02",12132190,0.0543168108821095,0.267405838188847,-0.00849628606396767,0.0204252946569014,0.0118502522330642,0.00265004055869006,"max_temp_scaled",FALSE
"V1124","Chr02",12293443,0.000117612907557288,0.00141349229092305,-0.0493617447373503,-0.00969153506391111,0.000560435957560715,-0.00151826936132296,"median_sal_scaled",TRUE
"V1125","Chr02",12453225,0.167177427229495,0.527741531091336,-0.00078793395641746,0.0381320237934416,0.0220813581226448,-0.0112978556640706,"max_temp_scaled",FALSE
"V1126","Chr02",12796840,0.160077297613187,0.525691356626554,0.00200666622775209,0.0296633837082771,0.00320208016519586,-0.00253251189152251,"max_temp_scaled",FALSE
"V1127","Chr02",12799008,0.310853392820928,0.782425535188556,0.0115664335394301,-0.0279076200670028,-0.0128392465890343,0.0165832307607286,"min_sal_scaled",FALSE
"V1128","Chr02",13142071,0.94340784607238,0.99970693856244,-3.79161475475734e-05,0.00271206982940371,0.00282674280552835,0.000798583889012051,"median_sal_scaled",FALSE
"V1129","Chr02",13250122,0.668331177351766,0.99970693856244,0.00278855752650282,0.0169818995859352,0.00210389604683892,-0.00138078268930485,"max_temp_scaled",FALSE
"V113","Chr01",4098709,0.779639063799098,0.99970693856244,-0.00474324497711335,0.0116977876595209,0.00330748302778201,-0.00193245657246021,"max_temp_scaled",FALSE
"V1130","Chr02",13260336,0.00124413126612918,0.0110952034225291,0.000965615485299545,-0.0738794374672767,-0.0429883886279747,0.00427071212737473,"min_sal_scaled",FALSE
"V1131","Chr02",13641357,0.0491667588705535,0.246892770697672,-0.0273428346577634,-0.0246240768760579,-0.00841701485155289,-0.00156910689466031,"min_sal_scaled",FALSE
"V1132","Chr02",13657574,0.951811615036823,0.99970693856244,0.00192101482332159,-0.00412308933025031,-0.0034715684987087,0.00149020701765797,"median_temp_scaled",FALSE
"V1133","Chr02",13683428,0.0983716714468073,0.427543456194912,0.00871920800330265,-0.0240206174710162,-0.016639648613647,0.0304500993144803,"min_sal_scaled",FALSE
"V1134","Chr02",13955329,0.176009374940682,0.540090522989532,0.00194348198240516,0.000388033359754085,0.00483753352413186,-0.0107797494924015,"median_sal_scaled",FALSE
"V1135","Chr02",14106899,0.190053365337361,0.561896906214807,-0.00652946409983079,0.0178803321772385,0.00806898067679258,0.00292020795322594,"max_temp_scaled",FALSE
"V1136","Chr02",14164733,0.234570876668383,0.64884689953017,-0.0209085753464149,-0.0167695798682473,0.00224479019345988,-0.00736908525693024,"median_sal_scaled",FALSE
"V1137","Chr02",14334486,0.0438936607976018,0.225716827817138,0.0099451051381351,-0.0449633104194877,-0.0191637401636048,0.035348713289024,"min_sal_scaled",FALSE
"V1138","Chr02",14422482,0.440698190104305,0.946964379526301,-0.000981055375020022,0.0289703056016189,0.011944202570649,-0.000759739206350318,"max_temp_scaled",FALSE
"V1139","Chr02",14478313,0.765931854511681,0.99970693856244,0.000615080976210278,-0.0043664306177199,0.00729575748649764,-0.00245072710889819,"median_sal_scaled",FALSE
"V114","Chr01",4103967,0.966725989269356,0.99970693856244,0.00231147306127204,-0.00387807226762649,-0.00216138778057002,0.00169887995822776,"median_temp_scaled",FALSE
"V1140","Chr02",14506662,0.951649923470611,0.99970693856244,-0.00110422757952466,-0.00160005942747716,0.00344878877840739,-0.00166388841777515,"median_sal_scaled",FALSE
"V1141","Chr02",14588904,0.410640865637712,0.927306906811205,-0.00528123272537852,0.0183504989723947,0.0143966549524599,-0.00785382902616359,"max_temp_scaled",FALSE
"V1142","Chr02",14590384,0.965765143112304,0.99970693856244,-0.00525951469239234,-4.92511210197697e-05,0.00300480528804425,0.00160279351936483,"median_sal_scaled",FALSE
"V1143","Chr02",14595374,1.05447445394114e-19,1.49643679028865e-17,-0.0135611597644076,0.0952491992130021,-0.0482481098088254,-0.00430750940983694,"max_temp_scaled",TRUE
"V1144","Chr02",14837246,0.967584052468087,0.99970693856244,0.000371929322896205,-0.00272722299650119,-0.000399560463404807,0.00266912619578203,"min_sal_scaled",FALSE
"V1145","Chr02",14855482,0.898982950884902,0.99970693856244,0.00237929295895591,-0.00672876508719256,0.00272415241357106,-0.00104418005677397,"median_sal_scaled",FALSE
"V1146","Chr02",14860677,0.959383960188182,0.99970693856244,0.00175537196553039,-0.00364939247692814,-0.00349282370731272,0.00156707169574818,"median_temp_scaled",FALSE
"V1147","Chr02",14877297,0.334752840159863,0.809957946836022,-0.00362721489276434,-0.0187717247345584,-0.00488748494413035,-0.0081081802927821,"median_temp_scaled",FALSE
